

Trajectories
100
,,LeftHand:Index1,,,LeftHand:Index2,,,LeftHand:Index3,,,LeftHand:Thumb1,,,LeftHand:Thumb2,,,LeftHand:Thumb3,,,LeftHand:Wrist1,,,LeftHand:Wrist2,,,LeftHand:Wrist3,,,LeftHand:Wrist4,,,Realsense:Camera1,,,Realsense:Camera2,,,Realsense:Camera3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
50,0,1173.921509,765.176514,746.672180,1199.561646,755.106995,745.519043,1220.381836,746.361389,747.781982,1094.937256,751.784424,744.093140,1117.635620,730.846313,744.592102,1141.355713,711.336731,746.866516,1130.914917,793.171997,744.124451,1127.515381,822.214783,745.222229,1081.618774,807.123718,745.559143,1011.896606,802.274292,745.489197,1524.883179,832.510315,1709.880005,1507.047852,781.385986,1724.263306,1521.392456,727.523682,1710.591797
51,0,1173.920288,765.170532,746.666260,1199.555664,755.084045,745.523438,1220.379639,746.365784,747.807129,1094.926514,751.764282,744.085144,1117.634766,730.851074,744.604919,1141.360474,711.330872,746.865356,1130.906006,793.190369,744.140869,1127.512085,822.209045,745.225708,1081.621826,807.103455,745.543884,1011.911133,802.269531,745.489075,1524.879395,832.511475,1709.883667,1507.051147,781.389221,1724.259888,1521.402588,727.518005,1710.592041
52,0,1173.928467,765.177673,746.670593,1199.560669,755.097534,745.517029,1220.374023,746.343750,747.793579,1094.920776,751.783813,744.099487,1117.635132,730.848816,744.596619,1141.360840,711.338379,746.874695,1130.882080,793.186157,744.130859,1127.461548,822.175476,745.129944,1081.625366,807.127441,745.573730,1011.898132,802.277405,745.493530,1524.875732,832.503174,1709.878052,1507.050659,781.386108,1724.262817,1521.399902,727.530212,1710.594727
53,0,1173.913818,765.191162,746.672913,1199.560181,755.111389,745.515320,1220.370972,746.373108,747.783752,1094.927002,751.779053,744.085388,1117.635986,730.859619,744.606140,1141.361328,711.342712,746.866455,1130.879639,793.201355,744.146179,1127.478882,822.165833,745.110901,1081.618408,807.118286,745.561707,1011.889709,802.271667,745.478394,1524.883545,832.501892,1709.875122,1507.048462,781.384277,1724.255371,1521.393188,727.516479,1710.598999
54,0,1173.919800,765.181946,746.660339,1199.566406,755.102722,745.519104,1220.370850,746.340576,747.784180,1094.923584,751.775818,744.086609,1117.629639,730.848511,744.594360,1141.366089,711.336243,746.869324,1130.754517,793.179443,744.129883,1127.510864,822.218445,745.226013,1081.620117,807.126465,745.565430,1011.903076,802.272034,745.480225,1524.883057,832.514709,1709.881470,1507.056030,781.376160,1724.245605,1521.386597,727.502869,1710.574951
55,0,1173.910522,765.179871,746.660278,1199.558838,755.091309,745.508850,1220.370972,746.365417,747.803284,1094.930664,751.773621,744.087708,1117.637329,730.855591,744.608582,1141.358276,711.336121,746.884766,1130.872192,793.202332,744.169128,1127.506348,822.219788,745.234131,1081.614380,807.126099,745.568604,1011.897095,802.273804,745.491150,1524.883057,832.510559,1709.882080,1507.055176,781.374390,1724.254395,1521.389648,727.529907,1710.582031
56,0,1173.910034,765.164246,746.665955,1199.560669,755.085815,745.515808,1220.375244,746.355408,747.800659,1094.924927,751.782776,744.092957,1117.629272,730.850586,744.603027,1141.356567,711.344604,746.875366,1130.749512,793.177856,744.132202,1127.510986,822.221924,745.242554,1081.622070,807.129395,745.576904,1011.900330,802.288757,745.500549,1524.885132,832.506592,1709.878784,1507.054443,781.382996,1724.259766,1521.401001,727.516785,1710.596191
57,0,1173.922241,765.188965,746.674988,1199.545288,755.102722,745.535889,1220.373047,746.357239,747.795959,1094.928345,751.771667,744.085999,1117.628784,730.848511,744.600342,1141.360352,711.332031,746.870667,1130.866089,793.209167,744.150269,1127.509888,822.220093,745.229553,1081.618896,807.127625,745.565552,1011.900757,802.276062,745.490234,1524.880371,832.505554,1709.873291,1507.056030,781.380737,1724.255005,1521.403442,727.521484,1710.599243
58,0,1173.919800,765.188354,746.663452,1199.564209,755.090698,745.507996,1220.381592,746.378967,747.794006,1094.924438,751.776550,744.085022,1117.634033,730.848938,744.587646,1141.366455,711.335449,746.862976,1130.867920,793.211914,744.154480,1127.507690,822.221680,745.230652,1081.626587,807.127380,745.562439,1011.905579,802.268066,745.477844,1524.878662,832.508545,1709.876221,1507.056152,781.380249,1724.250000,1521.405151,727.517456,1710.586426
59,0,1173.924194,765.162598,746.666748,1199.558472,755.084106,745.519165,1220.379883,746.357361,747.798218,1094.930908,751.763733,744.089905,1117.630859,730.843750,744.606140,1141.361450,711.338318,746.874512,1130.745117,793.184265,744.139832,1127.518677,822.220093,745.237854,1081.621460,807.119995,745.570007,1011.901489,802.268311,745.490112,1524.883057,832.518799,1709.888550,1507.045166,781.387146,1724.264771,1521.384521,727.510437,1710.607666
60,0,1173.923950,765.182800,746.666016,1199.559814,755.093933,745.519958,1220.375244,746.376587,747.814331,1094.917847,751.772156,744.091675,1117.632690,730.850830,744.606689,1141.355835,711.334717,746.878113,1130.858398,793.205261,744.155212,1127.508667,822.215820,745.227722,1081.606567,807.120178,745.570740,1011.893982,802.279053,745.491760,1524.884033,832.503113,1709.872192,1507.054321,781.383057,1724.259399,1521.395020,727.508667,1710.589111
61,0,1173.915894,765.177551,746.664673,1199.554077,755.090027,745.518372,1220.361816,746.342590,747.766541,1094.929077,751.778076,744.089661,1117.633301,730.856934,744.598450,1141.364868,711.332947,746.870300,1130.847656,793.232239,744.203796,1127.476440,822.167114,745.115479,1081.615723,807.118958,745.559082,1011.892700,802.277771,745.481262,1524.882935,832.508850,1709.869263,1507.054810,781.392029,1724.255127,1521.397827,727.528625,1710.596069
62,0,1173.919312,765.179016,746.658203,1199.556152,755.087524,745.508179,1220.375244,746.359375,747.790466,1094.925659,751.766357,744.074707,1117.635864,730.854492,744.589783,1141.369263,711.335571,746.856995,1130.862305,793.210449,744.161316,1127.521851,822.218689,745.227539,1081.622192,807.122375,745.558838,1011.901489,802.263428,745.469360,1524.879883,832.520142,1709.883911,1507.047729,781.379150,1724.249268,1521.395386,727.532654,1710.595703
63,0,1173.929199,765.174011,746.658264,1199.559570,755.088379,745.515991,1220.349121,746.270508,747.767822,1094.926514,751.768921,744.085876,1117.629639,730.855835,744.604004,1141.354370,711.332581,746.863831,1130.869751,793.208130,744.158386,1127.507324,822.216003,745.228394,1081.616455,807.124756,745.561035,1011.898499,802.272461,745.481079,1524.884644,832.510925,1709.879761,1507.050537,781.386597,1724.258667,1521.390503,727.495422,1710.590332
64,0,1173.914185,765.172852,746.660522,1199.547363,755.086304,745.519958,1220.373657,746.352234,747.806396,1094.926392,751.770081,744.101624,1117.625488,730.848755,744.597290,1141.364258,711.345642,746.878052,1130.851440,793.231201,744.211548,1127.471802,822.164246,745.116821,1081.621704,807.117615,745.566406,1011.894226,802.279114,745.495544,1524.880127,832.508911,1709.885254,1507.045166,781.383911,1724.260864,1521.390991,727.520020,1710.589966
65,0,1173.913208,765.165710,746.647461,1199.559082,755.103638,745.514587,1220.367432,746.356323,747.785034,1094.922363,751.767944,744.073975,1117.627441,730.858887,744.593750,1141.355469,711.328857,746.865601,1130.831665,793.135986,744.090637,1127.509521,822.221558,745.219177,1081.611938,807.124207,745.560059,1011.895630,802.271057,745.483765,1524.877197,832.512390,1709.875610,1507.059814,781.383118,1724.255615,1521.393188,727.514221,1710.596069
66,0,1173.919434,765.170471,746.660095,1199.555420,755.096802,745.514282,1220.379272,746.351501,747.784180,1094.928223,751.773682,744.068542,1117.635498,730.849426,744.593750,1141.356934,711.331055,746.865173,1130.910767,793.178894,744.127502,1127.513062,822.215881,745.223999,1081.627563,807.117432,745.553223,1011.902100,802.273071,745.485046,1524.887085,832.507141,1709.872803,1507.054565,781.369385,1724.251221,1521.387695,727.520996,1710.587158
67,0,1173.920044,765.172241,746.665649,1199.561035,755.091003,745.513123,1220.351685,746.264404,747.767212,1094.925781,751.775940,744.087708,1117.633789,730.855164,744.613647,1141.358887,711.333679,746.879639,1130.749634,793.181213,744.138367,1127.475464,822.167969,745.125000,1081.633545,807.116699,745.573364,1011.901001,802.269409,745.487305,1524.875854,832.495667,1709.876831,1507.050049,781.374146,1724.252075,1521.373779,727.526123,1710.604370
68,0,1173.920044,765.182190,746.674500,1199.556152,755.090881,745.516479,1220.368164,746.353210,747.801147,1094.929199,751.765320,744.081360,1117.631836,730.859558,744.603882,1141.360596,711.338135,746.874634,1130.953857,793.167603,744.144592,1127.505981,822.211670,745.226990,1081.610840,807.127197,745.577576,1011.900085,802.273438,745.482117,1524.881714,832.505737,1709.879150,1507.048584,781.383606,1724.261230,1521.393188,727.520691,1710.589355
69,0,1173.913818,765.176758,746.655884,1199.556763,755.103149,745.510559,1220.376221,746.351929,747.791687,1094.916626,751.769714,744.072449,1117.631104,730.849487,744.598083,1141.354248,711.342407,746.866211,1130.979492,793.140381,744.075195,1127.506470,822.218689,745.216797,1081.613159,807.125488,745.548828,1011.895447,802.271851,745.485107,1524.873413,832.519592,1709.879272,1507.059692,781.383423,1724.250000,1521.386108,727.509766,1710.562500
70,0,1173.930176,765.185242,746.672668,1199.558716,755.090088,745.510376,1220.377075,746.369324,747.792419,1094.932495,751.765808,744.073181,1117.624146,730.842834,744.579468,1141.367432,711.336060,746.869324,1130.864014,793.112427,744.043945,1127.515137,822.222656,745.230347,1081.621460,807.125732,745.558899,1011.896606,802.272461,745.482422,1524.883423,832.516785,1709.874268,1507.051514,781.373962,1724.254883,1521.392578,727.515137,1710.589478
71,0,1173.917114,765.180969,746.660828,1199.559204,755.086243,745.514465,1220.378174,746.354980,747.797119,1094.923462,751.775391,744.077698,1117.637207,730.852112,744.603577,1141.353516,711.338135,746.876221,1130.846680,793.112000,744.057617,1127.474976,822.166504,745.120483,1081.623413,807.113831,745.565247,1011.896118,802.267578,745.483948,1524.877563,832.512695,1709.881104,1507.047607,781.380310,1724.258667,1521.391724,727.517761,1710.583130
72,0,1173.916748,765.171082,746.661438,1199.555786,755.110596,745.526123,1220.346680,746.264771,747.764954,1094.933350,751.765625,744.095947,1117.635010,730.848022,744.603088,1141.356323,711.340515,746.875671,1130.953979,793.139221,744.074158,1127.503052,822.216370,745.227722,1081.620361,807.113220,745.570129,1011.893494,802.269836,745.488037,1524.887329,832.509338,1709.881104,1507.051392,781.378174,1724.253662,1521.379639,727.482727,1710.594727
73,0,1173.923950,765.175110,746.660400,1199.558350,755.081909,745.518311,1220.364868,746.336731,747.781555,1094.926514,751.777222,744.088867,1117.629639,730.855774,744.600098,1141.367432,711.337585,746.870850,1130.831421,793.128235,744.072449,1127.507446,822.224609,745.236206,1081.626343,807.128906,745.571106,1011.895203,802.279907,745.494934,1524.889893,832.512939,1709.878906,1507.051392,781.382690,1724.259033,1521.388306,727.534546,1710.595703
74,0,1173.915527,765.174194,746.661377,1199.561401,755.078186,745.503845,1220.377563,746.343811,747.792236,1094.931519,751.772705,744.078064,1117.630249,730.862671,744.596558,1141.361816,711.332214,746.872437,1130.935425,793.168213,744.105713,1127.481812,822.163574,745.115906,1081.627563,807.126404,745.568481,1011.901733,802.280212,745.481445,1524.887085,832.513123,1709.876465,1507.050415,781.381531,1724.251587,1521.398315,727.516418,1710.595093
75,0,1173.926392,765.174927,746.660217,1199.558105,755.090759,745.509155,1220.375000,746.365967,747.788696,1094.932007,751.767883,744.080872,1117.633667,730.847778,744.597107,1141.355713,711.324646,746.870056,1130.814819,793.141846,744.091858,1127.485718,822.161133,745.115540,1081.623901,807.113281,745.557068,1011.902100,802.266418,745.482849,1524.882690,832.517761,1709.877686,1507.049561,781.386963,1724.260864,1521.409302,727.518494,1710.587402
76,0,1173.911377,765.179321,746.666565,1199.557129,755.092651,745.518005,1220.375366,746.336121,747.786621,1094.928345,751.766235,744.090698,1117.633545,730.850891,744.591553,1141.366821,711.329590,746.869690,1130.803101,793.140991,744.098694,1127.509644,822.207397,745.228455,1081.621460,807.120178,745.569702,1011.894226,802.271362,745.489441,1524.885742,832.512512,1709.878418,1507.054565,781.385193,1724.251465,1521.400146,727.524597,1710.599854
77,0,1173.926147,765.179077,746.665222,1199.556152,755.102539,745.524109,1220.368286,746.362183,747.799316,1094.918823,751.769287,744.075623,1117.627441,730.861694,744.602173,1141.358643,711.333252,746.874390,1130.891235,793.181763,744.119629,1127.506592,822.214233,745.217957,1081.618896,807.122009,745.566223,1011.891724,802.281799,745.491943,1524.891968,832.512878,1709.869751,1507.049194,781.381226,1724.249634,1521.395142,727.517273,1710.601074
78,0,1173.920898,765.178284,746.666016,1199.562500,755.090942,745.517944,1220.378418,746.352173,747.795166,1094.927490,751.776611,744.083740,1117.639893,730.851501,744.598450,1141.360107,711.341675,746.873474,1130.891479,793.190186,744.131592,1127.483276,822.162170,745.114258,1081.620117,807.132019,745.573486,1011.903259,802.269165,745.485596,1524.884766,832.523010,1709.884155,1507.058350,781.378357,1724.257446,1521.403198,727.521057,1710.572021
79,0,1173.930176,765.173584,746.679565,1199.556885,755.085693,745.514343,1220.374512,746.361084,747.794861,1094.927734,751.768677,744.091492,1117.630493,730.849121,744.605103,1141.366577,711.323730,746.865540,1130.761108,793.177856,744.140015,1127.483643,822.169067,745.128113,1081.622314,807.115906,745.563904,1011.895752,802.272522,745.489624,1524.890259,832.515137,1709.882324,1507.050781,781.388306,1724.263916,1521.413452,727.502563,1710.593262
80,0,1173.923828,765.177917,746.662842,1199.564209,755.090271,745.520325,1220.371582,746.353638,747.793396,1094.929810,751.767822,744.087158,1117.628296,730.857727,744.610229,1141.351318,711.326172,746.862183,1130.855469,793.197632,744.157715,1127.480225,822.171021,745.119873,1081.628052,807.122864,745.565857,1011.895203,802.267517,745.485168,1524.879028,832.505676,1709.876953,1507.047974,781.388611,1724.256836,1521.405518,727.509399,1710.591064
81,0,1173.920654,765.192688,746.681824,1199.559814,755.103638,745.523926,1220.375854,746.360168,747.795654,1094.928345,751.770508,744.070007,1117.632324,730.861572,744.604126,1141.356567,711.342834,746.868530,1130.923950,793.147583,744.079895,1127.479126,822.160767,745.108459,1081.615356,807.123413,745.560425,1011.895081,802.273926,745.497559,1524.877075,832.504517,1709.873169,1507.049805,781.376282,1724.259766,1521.395386,727.530640,1710.593506
82,0,1173.921021,765.175476,746.665161,1199.554443,755.099121,745.519043,1220.374512,746.362061,747.797180,1094.934570,751.774292,744.081482,1117.629761,730.856750,744.602173,1141.355103,711.343323,746.867493,1130.870117,793.202332,744.151672,1127.517822,822.221924,745.241821,1081.619995,807.120422,745.569275,1011.897095,802.273560,745.484314,1524.881592,832.502991,1709.874268,1507.048340,781.390686,1724.254639,1521.383789,727.494446,1710.593506
83,0,1173.920288,765.190918,746.673645,1199.560791,755.096069,745.519165,1220.379395,746.356079,747.789551,1094.929565,751.768188,744.089661,1117.625488,730.846436,744.593872,1141.361328,711.326538,746.866943,1130.832886,793.146362,744.100098,1127.489868,822.185059,745.104187,1081.621826,807.111938,745.558838,1011.895508,802.275696,745.491272,1524.877930,832.520813,1709.882812,1507.049927,781.386353,1724.267822,1521.396606,727.503418,1710.590942
84,0,1173.915894,765.174561,746.670044,1199.552124,755.101562,745.525879,1220.382690,746.383667,747.808472,1094.928589,751.752258,744.083374,1117.631592,730.853821,744.600098,1141.361938,711.333313,746.871460,1130.753296,793.150574,744.164490,1127.546631,822.258484,745.186523,1081.613037,807.110168,745.565430,1011.893860,802.266479,745.492188,1524.880249,832.502747,1709.876343,1507.049194,781.381592,1724.253174,1521.383667,727.520203,1710.593872
85,0,1173.912109,765.172913,746.652283,1199.553345,755.107361,745.526855,1220.370850,746.386780,747.796448,1094.925049,751.776184,744.090576,1117.626221,730.864868,744.607849,1141.358032,711.330139,746.868408,1130.776855,793.146973,744.164185,1127.587280,822.002563,745.482971,1081.654785,807.190063,745.520752,1011.906616,802.273621,745.505493,1524.875244,832.506958,1709.866699,1507.051147,781.373230,1724.244873,1521.398682,727.506042,1710.580688
86,0,1173.923218,765.167053,746.678223,1199.559937,755.092957,745.519226,1220.377563,746.414490,747.784241,1094.923462,751.756226,744.086304,1117.624146,730.855469,744.609253,1141.360840,711.338440,746.873596,1131.005615,793.153748,744.141479,1127.353271,822.253052,744.989929,1081.588379,807.233887,745.454834,1011.850464,802.213745,745.497375,1523.830078,832.031555,1709.452881,1507.052246,781.381409,1724.255615,1521.406738,727.482361,1710.592773
87,0,1173.920776,765.188354,746.646729,1199.565674,755.087708,745.506958,1220.357178,746.263245,747.751526,1094.942383,751.773193,744.098938,1117.645386,730.838684,744.612183,1141.366089,711.333984,746.871521,1130.942017,793.235168,743.968994,1127.484009,822.300415,745.108093,1081.586426,807.237305,745.453979,1011.951355,802.380920,745.407166,1524.882202,832.508362,1709.880859,1507.053589,781.378723,1724.252930,1521.388428,727.520447,1710.581909
88,0,1173.922607,765.194458,746.647766,1199.558838,755.113770,745.512146,1220.373047,746.342163,747.805176,1094.947632,751.825623,744.045288,1117.647461,730.896057,744.566833,1141.361938,711.330750,746.872375,1130.728882,793.180664,743.912048,1127.483643,822.294861,745.111328,1081.571655,807.238159,745.449890,1011.947876,802.376282,745.403442,1524.648071,832.364929,1709.739624,1507.045654,781.385559,1724.257080,1521.404785,727.529907,1710.591553
89,0,1173.932739,765.229675,746.640259,1199.557983,755.123901,745.508850,1220.402100,746.369568,747.823425,1094.917114,751.847595,744.012512,1117.617432,730.869324,744.559570,1141.356201,711.326660,746.874939,1130.934326,793.206604,743.926941,1127.484741,822.300171,745.107849,1081.568481,807.236816,745.460632,1011.935608,802.373352,745.405884,1524.652344,832.365356,1709.729126,1507.052734,781.387329,1724.260864,1521.401367,727.498901,1710.583130
90,0,1173.978760,765.180237,746.689331,1199.605835,755.117310,745.505005,1220.343994,746.359314,747.790222,1094.923340,751.851135,743.994995,1117.675293,730.907654,744.566223,1141.361694,711.356323,746.841431,1130.702881,793.187988,743.910583,1127.477539,822.289673,745.109131,1081.582275,807.231628,745.442749,1011.938110,802.376648,745.395569,1524.686768,832.393311,1709.753784,1507.051392,781.376099,1724.251831,1521.398438,727.492371,1710.602051
91,0,1174.109863,765.023560,746.874512,1199.635254,755.130676,745.502136,1220.409546,746.322937,747.804932,1094.914917,751.858704,743.991882,1117.649414,730.977905,744.472595,1141.346436,711.312561,746.868225,1130.687988,793.182922,743.924316,1127.474487,822.302368,745.116211,1081.580078,807.239197,745.442200,1011.945129,802.383301,745.393250,1524.717773,832.414001,1709.779541,1507.053345,781.383118,1724.258545,1521.387451,727.509033,1710.578491
92,0,1173.884644,765.318420,746.527344,1199.705566,755.165894,745.540344,1220.268311,746.181763,747.736938,1094.918335,751.862976,743.990662,1117.644165,730.987244,744.492859,1141.436279,711.294678,746.927979,1130.890625,793.252563,743.971191,1127.484741,822.299316,745.117676,1081.570557,807.230042,745.440735,1011.933105,802.374573,745.407227,1523.828491,832.032166,1709.449707,1507.055664,781.380310,1724.259644,1521.401001,727.515137,1710.597900
93,0,1173.890747,765.324707,746.536255,1199.596558,755.168762,745.477356,1219.872803,746.002747,747.696167,1094.913574,751.853516,743.992981,1117.656494,730.984497,744.481140,1141.376465,711.449768,746.775208,1130.883301,793.259216,743.974304,1127.481689,822.307861,745.107605,1081.583862,807.239929,745.451233,1011.941406,802.378662,745.393494,1524.772705,832.438721,1709.796021,1507.052734,781.379883,1724.255737,1521.384277,727.512390,1710.605835
94,0,1173.879883,765.310547,746.517578,1199.582397,755.175293,745.440430,1220.375122,746.380615,747.781189,1094.913696,751.856079,743.985901,1117.655518,730.985291,744.490540,1141.370239,711.454590,746.773682,1130.646240,793.195496,743.945190,1127.475464,822.301819,745.103943,1081.573486,807.236633,745.446655,1011.944519,802.386169,745.398193,1524.645874,832.354065,1709.727295,1507.052612,781.385254,1724.253906,1521.410156,727.494751,1710.591675
95,0,1173.897095,765.297668,746.523804,1199.577759,755.123901,745.462341,1220.407593,746.359253,747.791016,1094.918091,751.853455,743.994202,1117.647461,730.983032,744.473755,1141.383057,711.459778,746.775513,1130.848755,793.265137,744.000122,1127.490234,822.312256,745.119568,1081.586792,807.226807,745.440308,1011.937744,802.376770,745.385681,1523.842285,832.032959,1709.459106,1507.054932,781.381897,1724.254150,1521.401855,727.494568,1710.590698
96,0,1174.350830,765.339233,746.703369,1199.588989,755.156738,745.491455,1220.391968,746.379761,747.795593,1094.908936,751.864746,743.992981,1117.646729,730.982605,744.497009,1141.386841,711.461609,746.786621,1130.834106,793.258057,744.003540,1127.479736,822.297729,745.113525,1081.591309,807.238892,745.446045,1011.941895,802.390320,745.401184,1523.819946,832.036743,1709.443848,1507.054443,781.383057,1724.256348,1521.389893,727.509460,1710.572510
97,0,1174.069580,765.281799,746.667664,1199.569214,755.150085,745.489807,1220.430786,746.413330,747.806824,1094.908813,751.868591,743.998962,1117.638062,730.998718,744.501343,1141.385376,711.459778,746.776245,1130.584229,793.227051,743.977112,1127.474487,822.305481,745.121826,1081.581421,807.240051,745.453491,1011.942383,802.376831,745.401611,1523.829346,832.035217,1709.445679,1507.051147,781.375854,1724.254028,1521.402832,727.537842,1710.604004
98,0,1173.940674,765.242981,746.597900,1199.580566,755.153503,745.485291,1220.383179,746.292603,747.756470,1094.907349,751.855530,743.992493,1117.643188,730.986633,744.482666,1141.389160,711.450684,746.760620,1130.799438,793.274475,744.019348,1127.482544,822.301086,745.112976,1081.585571,807.240417,745.455994,1011.941650,802.374756,745.398987,1524.656128,832.376099,1709.734497,1507.053711,781.386658,1724.252563,1521.396851,727.510071,1710.576050
99,0,1173.932739,765.238159,746.606262,1199.576294,755.135376,745.477966,1220.388672,746.382507,747.781372,1094.911865,751.851990,743.998291,1117.650024,730.975586,744.476562,1141.390625,711.454468,746.765015,1130.553345,793.230286,743.987915,1127.479126,822.301392,745.104431,1081.583618,807.236450,745.440918,1011.941101,802.380005,745.392883,1523.826660,832.034424,1709.449951,1507.045776,781.376038,1724.261475,1521.381836,727.513916,1710.583130
100,0,1173.914673,765.217651,746.607117,1199.578003,755.144043,745.502930,1220.344849,746.274048,747.752563,1094.924316,751.871460,744.015930,1117.639771,730.993469,744.488586,1141.387817,711.462402,746.774170,1130.761841,793.284485,744.037964,1127.495850,822.320190,745.129272,1081.595459,807.243896,745.450439,1011.936279,802.384460,745.407166,1523.822632,832.037598,1709.445923,1507.046021,781.376831,1724.265137,1521.395874,727.497559,1710.602539
